union_name,union_category,tag,union_introduction
코테이토,학술,"IT, 기획, 프론트엔드, 백엔드, 디자이너","“Hello, Coding Potato!”

🙌 나는 그냥 말하는 감자인데,, 사망년이라니,, 취준을 하라니,, 프로젝트 경험을 쓰라고요,,?

🚨발등에 불 떨어져 군감자가 되어가는 감자들을 위한 프로젝트/스터디 동아리 코테이토에서 8기 감자들을 모집합니다!🚨

✔️ 마음 맞는 사람들과 다양한 프로젝트를 진행해서 결과물을 내보고 싶다면,

✔️ 알고리즘, spring, 웹, UI/UX 등 여러 분야의 스터디를 꾸준히 이어가고 싶다면,

✔️ 해커톤으로 이틀이라는 기간 동안 하나의 프로젝트 만들어보고 싶다면,

✔️ 쏟아지는 IT 이슈들과 CS 지식을 매주 흥미롭게 접하고 싶다면,

✔️ 다른 감자들과 동지애를 느끼며 성장해서 쓸 만한 감자가 되고 싶다면,

망설이지 말고 [🥔코테이토 8기🥔]에 지원하세요!

무엇이라도 해내야겠다는 마음가짐, 발전하고자 하는 열정이면 충분합니다.

꾸준히 진행하는 스터디와 프로젝트, 감자들과 함께하는 각종 이벤트와 소모임, 번개, 해커톤까지~!!

코테이토와 함께 성장해서 몇 달 후에 훌륭한 감자튀김이나 회오리 감자가 되어봅시다 ~!"
Chill,음악,"감상, 음악, 페스티벌","안녕하세요 연합음악감상동아리 Chill에서 2학기부터 활동을 같이 할 부원을 모집합니다!🙌🙌

음악 듣는 걸 너무 좋아하지만 마이너한 취향 탓에 주위에서 같이 음악 얘기할 사람이 없다거나, 공연이 가고 싶지만 같이 갈 사람이 없어서 못 간 경험, LP 바나 재즈바 같은 음악 관련 장소에 가고 싶지만 혼자 가기 뻘쭘했던 경험 등 다들 한 번쯤은 있으시죠? 왜 이렇게 잘 아냐구요?🫠 이거 다 제 얘기거든요..😂😂
찾다 찾다 없어서 직접 만들었습니다!😎본격 회장의 사심이 가득한 동아리 Chill에서 같이 놀아보자구요!"
악의 꽃,음악,"밴드, 음악, 보컬, 기타","안녕하세요~🙋 ♂️🙋🙋 성균관대학교 정보통신대학 소속 밴드 동아리 🤘악의 꽃🤘에서 38.5기 신입 부원을 모집합니다!😆😆

🔸️동아리 소개🔸️
👉 1986년 시작되어 30년이 넘는 역사를 가진 동아리!
👉 락 뿐만 아니라 다양한 장르의 음악을 다루는 동아리!
👉 악기 경험이 없어도 들어와서 배워가는 동아리! (능력자 선배님들이 친절하게 가르쳐줍니다~~)"
풍물패 얼,음악,"풍물패, 꽹가리, 장구, 북, 소고","👉꽹과리, 장구, 북, 소고 등 전통 타악기를 다루고 있으며 악기를 배워본 적이 없어도 괜찮습니다. 저희가 처음부터 차근차근 다 가르쳐드립니다!

👉풍물패 얼은 올해로 47년째 전통을 이어오고 있는 유서깊은, 뿌리깊은 동아리입니다! 600년이 넘는 역사를 지닌 성균관대학교 입학에 이어 47년의 역사를 지닌 풍물패 얼에 들어오신다면 금상첨화!

👉풍물패 얼이 K-흥의 정석인 이유! K-흥의 기원인 장구, 꽹과리, 북 등의 타악기 소리와 더불어 흥많고 웃긴 동아리 부원들이 함께하고 있기 때문입니다! 항상 웃음이 가득한 동아리활동, 재미 100% 보장합니다🤙🏻

👉명륜 , 율전 캠퍼스 합동 중앙 동아리이며 연행예술분과 동아리라 캠퍼스 간 교류가 매우 활발하기 때문에 다른 캠퍼스의 친구를 사귈 수 있다는 엄청난 장점이 있습니다!

👉1년 동안 활동했던 친구들의 동아리 활동 만족도가 정말 높습니다! MT, 뒷풀이, 연습 등 모든 활동이 재밌기로 유명하답니다😎
"
레드체리,,커피,"저희는 율전 유일의 핸드드립 커피 동아리 레드체리입니다!😊
바쁜 대학생활 속에서 잠을 깨기 위해 입에 달고 사는 커피, 이 커피에도 정말 다양한 향미가 있다는 걸 알고 계신가요? 레드체리에서는 직접 커피를 내리는 과정을 배우고, 이 과정 속에서 달라지는 커피의 향기와 맛을 느낄 수 있답니다🥰
특히 아기자기하게 꾸며진 동방에서 언제든지 자유롭게 드립커피를 마시며 힐링과 휴식을 취할 수 있습니다. 또한 레드체리 동방에는 다양한 보드게임이 구비되어 있어 시간을 보내기 정말 좋답니다~"
T.O.C,여행,"여행, 번개","놀고 싶고 다양한 사람들을 만나고 싶은 대학생들 모여라!
사람들과 만나는 것을 좋아하고 후회없이 놀고싶은 대학생들 모두 환영!
TOC가 뜨거운 열정을 가진 17기 신입 부원들을 모집합니다!

✅️ T.O.C는?
T(rip) O(utside) C(ircle)

대학생 연합 동아리 T.O.C는 다양한 사람들과 함께 여행을 기획하고 주도하며 소중한 추억을 함께 공유하는 8년차 연합 동아리 입니다."
아띠랑스,문화생활,"와인, 시음회","와인의 매력을 전파하는 동아리 🍷아띠랑스🍷에서 같이 와인의 매력에 빠지실 초기 멤버를 모집합니다!

😊이런 분들을 환영합니다!

✔️ 소주는 맛없어..😢
✔️ 와인이 궁금하긴 한데 아직 어려운 사람! 😥
✔️ 와인에 대해 배워보고 싶은 사람!
✔️ 함께 모여서 다양한 와인을 저렴하게 즐기고 취향을 공유하고 싶은 사람! 🤭
✔️ 와인을 교양에서 진로까지 연관 지어보고 싶은 사람!

와인에 대해 전혀 몰라도 관심이 있다면 저희 🍷아띠랑스🍷로 오세요! 함께 와인 예절과 지식을 배우면서 와인공부도 하고 와이너리 여행도 가면 와인의 매력에 푹 빠지실 거라고 보장합니다🫢"
똑똑집단,자기개발,목표달성,"☀️여러분~ 너무 보고싶었어요~
여러분도 자기계발 동아리 찾고 있었어요?☀️

나는 의미있는 활동도 하고싶고, 올해 세워둔 목표도 이루고 싶고, 다양한 사람들도 만나 인연을 쌓고싶다!?
세 마리 토끼 모두 잡고 싶다면❗주목❗

저희가 그 해결책을 제시해드리겠습니다!

안녕하세요! 저희는 ‘전국 최초’ 수도권 대학생 연합 목표 달성 동아리 [ 똑똑집단 ] 입니다.

2017년부터 2023년 12기까지의 활동을 잘 마친 뒤, 드디어 13기 신입기수를 모집하게 되었습니다~👏🏻👏🏻

🥺: 나도 친구 사귀고 싶은데 내성적이라.. 괜찮을까..?
😅: 난 헌내기라 동아리 신청하기 눈치보여..
😆: 교내 친구 뿐만 아니라 다른 대학교 친구도 사귀고 싶어!
🤔: 공부할 땐 공부하고 놀 땐 신나게 노는 동아리 없나?

라고 생각한 당신! 고민하지 말고 당장 지원해주세요!

잊지 못할 추억들, 의미 있는 한 해, 꼭 이루고 싶었던 목표들 그리고 이 모든 것을 함께 나눌 가족같은 사람들을 만들 수 있는 [ 휴식 같은 동아리 ] 가 되리라 자부합니다."
민턴이즈,운동,배드민턴,"Q. 이 동아리는 언제부터 활동하였나요?
A. 저희는 2017년에 만들어진 동아리입니다!
현재 11기 신규 부원을 모집 중이며 다양한 대학의 학생들이 재미있게 배드민턴을 치고 있습니다.

Q. 민턴이즈는 어떤 활동을 하나요?
A. 저희는 자체적으로 팀을 꾸려서 다양한 대회도 나가고, 민턴이즈 내부에서 모두가 참여할 수 있는 자체대회, 다른 동아리와 교류전, MT, 뒷풀이, 번개모임, 단체 티셔츠 제작 등 다양한 활동들을 진행하고 있습니다.

Q. 회비는 어떻게 사용되나요?
A. 저희 민턴이즈는 회비를 셔틀콕 구매, 음료/ 물 구매, 대관비 및 교류전, 자체대회 진행비 등 기타활동에 사용하고 있습니다.
또한, 금요일 영등포 다목적 배드민턴 체육관 입장료도 지원하고 있습니다.

Q. 배드민턴을 정말 못 치는데 초보자도 가입 가능할까요?
A. 실력은 크게 중요하지 않으니 걱정 마세요! 배드민턴을 열심히 치고자 하는 열정과 의지만 있으면 충분합니다!
"
파랑새,음악,"밴드, 기타, 드럼, 베이스","안녕하세요! 대학연합밴드동아리 “파랑새”에서 39기 신입생을 추가 모집합니다!!!

음악을 사랑하시는 분들 많은 지원 부탁드립니다~~

🎤모집대상

•서울, 경인 지역 대학생 (학번 무관)
•어떤 악기든(피아노, 기타, 드럼, 베이스), 악기 연주가 가능하고 코드에 대해 이해도가 있는 분(악기를 못 다루셔도 배울 수 있는 기회가 많습니다! 악기에 대한 관심만 있으면 모두가 가능합니다!)
•좋아하는 노래로 공연까지 하고 싶은 분
•공연을 위한 세션 합주 및, 여러 사람과 노래 부르고 싶은 분
•노래커버, 녹음 및 촬영 경험을 해보고 싶은 분
•다같이 즐거운 추억을 만들고 싶은 분"
걸어서 디저트 속으로,문화생활,"카페, 디저트","안녕하세요! 산책을 통해 걸어서 카페에 방문해 디저트를 즐기고자 만든 ""걸어서 디저트🍰 속으로"" 입니다.

학기 중 주기적으로 가벼운 산책 후 디저트 카페 탐방을 하려 합니다. 날씨가 선선해지면 피크닉이나 서울/행궁동 등의 거리가 있는 카페방문 등의 활동도 할 예정이에요!"
디져락,문화생활,"카페, 디저트","디져락은 ‘서울 구석구석 카페 탐방’을 목표로 하는 동아리입니다. ☕공식 인스타그램☕인 @desserock_official에서 지난 기수에는 어떤 활동들을 진행했는지 확인해보세요!

디져락의 첫 시작은 디저트에 관심이 있는 건국대학생 5명이 모여 만들게 된 동아리입니다! 🍰
4기수 동안 자율교내동아리였으며, 더 큰 도약을 위해 연합동아리로 변경하여 현재 11기를 바라보는 중입니다 ˃̶͈̑◡˂̶͈̑"
도담,학술,"발달심리학, 학회","도담은 2022년 12월에 새로 창립된 학회로, 발달심리에 관심이 있는 학생들이 모여 다양한 이야기를 함께 공유하며 직접 연구도 진행하고 있습니다. 올해에는 '성균 명품 스터디클럽'에 선정되어 활동비를 지원받고 있으며, 11월에 예정되어 있는 사이콜로지 데이에 참여하여 연구 성과를 발표할 계획입니다."
NO_NAME,학술,"패션, 기획","“도전정신을 가진 예비 패션업 종사자를 위한 패션 학회”

✔ 설립 목적
- 다양한 브랜드 연구 및 기획 프로젝트를 통해 패션업에서 요구하는 감각을 기르고자 합니다.
- 실험적이고 도전적인 활동을 전개하며 사고의 틀을 넓힐 수 있는 대학생들의 패션 베이스캠프의 역할을 수행하고자 합니다.

✔ 세부목표
친목 동아리 < 지식 습득 위주의 학회

- 패션 정보 교류 커뮤니티 형성
- 실무적 경험, 가시성 있는 결과물
- 브랜드 정보 습득
- 소비자 탐구"
블러,음악,"밴드, 보털, 일렉 기타, 베이스, 드럼, 건반","안녕하세요! 신생 밴드 연합동아리 블러 BLUR입니다✨
블러는 KPOP, POP, JPOP 등 다양한 장르의 팀을 만들어 함께 공연하는 것을 목표로 수도권 대학 재학생들이 모여 만든 밴드 연합동아리입니다. 1기 모집인만큼 열정적으로 활동할 수 있는 모든 분들을 기다리고 있습니다!
밴드 블러에서 함께 좋은 추억 만들어가요!!"
호우회,봉사,"봉사, 친목","1976년 탄생한 동아리연합회 소속 ‘중앙봉사동아리’인
성균관대학교 호우회는 '성균관대 최후의 낭만 동아리'입니다.
부원들만이 아니라 긴 전통으로 사회 각지에서 OB선배님들이 활약하고 계시며 OB선배님들 또한 후배들에게 아낌없는 애정을 주시고 계십니다!

또한 이러한 활발한 활동을 통해
2023년에는 'KT&G복지재단 아름드리 협력동아리'로 선정되었습니다. (봉사활동, 단체활동 물품 지원)

지역사회 단체봉사활동부터 하계 농촌봉사활동까지, 다양한 봉사활동과 '낭만' 가득한 단체 친목활동들까지 여러분들을 기다리고 있습니다."
달팽이학교,봉사,"봉사, 자원교사, 특수아동","1. 달팽이학교는 대학생들로 이루어진 자원교사와 특수아동들(8-13세)이 함께 놀이와 나들이를 가는 활동입니다. 나들이를 통해 아동들의 사회성 증진과 즐거움을 위해 활동을 하고 있습니다.

2. <3월~6월 / 14주간 격주 토요일 / 총 6번> , <9월~12월 / 14주간 격주 토요일 / 총 6번> 아이들의 방학기간을 제외하고 위와 같이 한 달에 두 번, 주로 둘째 주, 넷째 주 토요일마다 나들이가 진행됩니다.
*프로그램 진행 및 활동 횟수에 변동이 있을 수 있습니다. 자세한 내용은 활동 기간에 별도로 공지를 드립니다.

3. 달팽이 학교의 자원교사들은 특수아동 1명과 짝꿍 교사 2명(남, 여 각 한 명씩)이 한 가족이 되어 활동합니다. 사진스탭은 아동을 맡는 것이 아니라 나들이 때마다 달팽이 가족들의 사진을 찍어서 각 가족들에게 전달하는 역할을 합니다.

4. 달팽이 학교의 원활한 운영을 위해 임원진, 준비물팀, 기획운영팀, 대회협력팀이 있으며, 한 교사당 한 팀에서 나들이와 더불어 활동을 하게 됩니다.

5. 달팽이학교 교사는 한 학기에 1회 필수로 나들이 사전 답사를 갑니다. 직접 나들이 장소 선정하고 나들이 장소 사전 답사(활동 반경 확인, 모임 장소 및 베이스캠프 지정) 후 활동 프로그램을 기획하게 됩니다."
씨커스,학술,"경제, 멘토링, 친목","경제학회 seekers 는 이준상 교수님과 최규백 멘토님의 지도 하에 경제학도로서 다양한 사회현상에 대해 자유롭게 탐구하며 도전하는 학회입니다.

📢 SEekers의 주요활동
💡 LOOKER
서로 관심사가 겹치는 학회원들이 팀을 꾸려 주제를 선정하고, 3개월간 해당 주제에서 하나의 결과물을 만들어 냅니다.
씨커스에선 의미있는 학습이될 수 있도록 교수님과 최규백 멘토님을 통해 도움을 주실 현직 멘토분들을 매칭시켜드립니다.
2주마다 있을 정기 세미나에서 서로의 진행과정을 공유하고, 자유롭게 이아야기할 기회를 가집니다.
LOOKER는 세가지 단계로 진행됩니다. 우선 주도적으로 학습하며 1주일간 작업물을 만들어냅니다. 이것을 멘토님과의 피드백을 통해 개선점을 찾습니다. 일주일간의 수정기간을 거쳐 정기 세미나에서 서로의 진행 과정을 공유합니다.
# 3개월간 '하나'의 주제를 다룹니다. 2주마다 있는 활동은 결과물을 개선하기 위한 텀입니다.
# LOOKER 세미나는 월요일 5시 반마다 진행됩니다!

💡 MEMENTO
동문회 네트워크를 활용한 멘토링입니다. 원하는 직렬이나 분야의 현직자를 만나고 싶다면, 요청 시 동문회 소속 선배님과의 멘토링을 진행합니다.

💡각종 친목활동(회식, 선후배 밥약, 번개 모임 등)

💡한학기 동안 배운 내용을 바탕으로 희망자에 한하여 각종 기획 활동을 진행합니다."
비내이,광고,"광고, 기획, 마케팅, 제작","“광고가 좋고 사람이 좋은 우리는! 비내이언!”

성균관대 중앙광고동아리 Be-Nay(비내이)에서 29.5기 디자인 부원을 모집합니다!🙌

기획부터 제작까지 광고와 마케팅에 대한 실전경험을 쌓고
다양한 학과 사람들과 교류하며 만들어가는 우리만의 광고!

2023년 남은 2학기 의미있는 학교 생활을 하고 싶다면
지금 바로 비내이에 지원하세요~!"
화려한 혈통,음악,"밴드, 락, 어쿠스틱","율전 중앙 락밴드 동아리 화려한 혈통에서 2023년 2학기 신입부원을 모집합니다!

🎸1975년부터 지금까지 쭉 이어온 성균관대를 대표하는 중앙 락밴드 화려한혈통은 락, 메탈을 중심으로 어쿠스틱, 팝 등 다양한 장르의 음악을 하는 동아리며 음악을 좋아하시는 분들은 누구나 환영합니다!

🎸입학식, 새터와 같은 각종 학교 축제, 정기공연, 다른 학교와의 연합공연까지 다양한 기회를 통해 실력을 뽐낼 수 있습니다!"
사암,독서,독서토론,"사암(思岩, Thinking Stones’ Society)은 1965년 영어독서토론 동아리로 시작하여 1990년대 한국어 독서토론으로 전환해 올해로 58주년을 맞이한 ‘대학연합 인문사회과학 독서토론 동아리’입니다.

사암은 아카데미즘과 멤버십을 추구합니다. 서로 다른 학교, 나이, 다양한 전공을 가진 사람들이 함께 모여 철학, 역사, 예술, 정치, 경제 그리고 과학 등 다양한 분야의 책을 선정하고 매주 사회자 모임에서 발제를 정해 정기모임에서 토론을 진행합니다. 토론 후에는 뒷풀이를 통해 일상을 나누기도 가치관에 대해 논하기도 하며 서로에 대해 알아갑니다.

사암은 대학생이라면 꿈꿔온 사회 속 가치에 대한 치열한 고민과 스스로 생각하고 이를 표현할 수 있는 힘을 기를 수 있는 동아리입니다."
노스탤지어,음악,"밴드, 인디, 락","연합밴드 노스탤지어에서 신입부원을 모집합니다!

짧게 하고 말 사람들이 아닌, 오랫동안 함께 할 분들을 찾습니다. 실력있는 사람보단 서로 즐겁게 함께 성장하고 재밌는 추억을 쌓아가실 분들을 구해요!
밴드명 노스탤지어의 뜻인 향수(병)처럼, 훗날 함께 했던 시간들이 마음 어딘가에 자리잡혀 좋은 기억으로 꺼내볼 수 있도록, 저희 밴드는 자유로움과 추억, 성장을 중요한 모토로 삼고 있습니다🩵"
옴부즈,학술,"아동권리, 학회","👶🏻옴부즈(아동권리 학회)란?👶🏻

➡️옴부즈(아동권리 학회)는 성균관대학교 아동청소년학과 소속 공식 소모임입니다.

➡️옴부즈는 아동∙청소년의 권리와 복지가 실현되지 못한 국내외 사례를 분석하고, 사회적 해결책인 사회 제도와 복지 정책을 연구하는 학회입니다.

➡️아동청소년학과생뿐만 아니라 아동과 청소년의 권리와 복지에 관심있는 복수전공생, 타과 학우도 참여가능합니다.
"
THUMB,음악,"작곡, 공연","🙋🏻THUMB은 어떤 동아리인가요? 1️⃣🙋🏻
THUMB는 음악에 관심있는 대학생들이 모여 자신만의 노래를 만들어가는 동아리입니다!
자작곡을 합주하고 직접 공연에 오르는 경험을 가져보고 싶다면 저희 THUMB과 함께하세요.🤗"
ESP,학술,"사회심리학, 스터디","안녕하세요!
성균관대학교 사회심리학회 Explorers of Social Psychology, ESP입니다🔥

사회심리학에 관심이 있는 학우분들과 함께 2학기에 진행될 사회심리 스터디를 진행하기 위해 신입 학회원을 모집합니다.
이번 학기에는 ★매주 수요일 오후 3시★에 사회심리학 스터디를 진행할 예정입니다."
L.E.T,발표,"발표, 토론","“Leaders Exist in Talk (리더는 대화 속에 존재한다)”
L.E.T Speech Club은 ‘생각을 효과적으로 전달하는 리더가 되자’는 취지로 만들어진 대학생 발표 연합 동아리입니다. 매주 열리는 정기 세션과 대규모 전체 행사를 통해 스피치 능력과 PPT 제작 능력을 키울 수 있으며, 다양한 사람을 만나면서 생각을 넓히며 대학생 스스로 성장할 수 있습니다."
"오늘, 내일",문화생활,"문화, 맛집, 친목","안녕하세요, 연합 문화 및 맛집탐방동아리 ‘오늘, 내일’입니다🌻☀️
저희는 ‘오늘’ 만난 인연이 ‘내일’도 이어질 수 있도록 함께하는 동아리가 되고 싶습니다😊

🤗 다양한 타 학교 친구들을 만들고 싶으신 분!
😆 서울에서 활동 가능하신 분!
😄 서울의 각 명소를 탐방하고 싶으신 분!
🥰 서울 맛집을 탐방하고 싶으신 분!

모두들 오늘, 내일로 놀러오세요!!! "
BAW,여행,"수도권, 여행","❗️BAW는 여행을 좋아하는 대학생들이 모여 17년간 활동을 이어온 동아리입니다❗️

✨모집대상✨
서울, 경인지역 대학생/휴학생 (졸업생 지원 불가)
🥇여행을 좋아하는 대학생!
🥈잊지 못할 대학생활과 평생 친구를 만들고 싶은 대학생!
🥉지루한 일상 속에서 새로운 활기가 필요한 대학생!

✨활동내용✨
❗️ 인스타그램 : @official.baw
정기여행은 학기 중 4개의 조별로 2-3회 진행되고 있으며, 여행 외에도 벚꽃놀이, 한강 피크닉 등 다양한 기획번개와 매 주 이루어지는 자율적인 번개를 통해 친목을 다지고 있습니다. (시험기간에는 정기활동이 없습니다.)"
STC,스포츠,테니스,"👏🎾성균관대학교 중앙 테니스 동아리 STC에서 54기 신입부원을 모집합니다~~!!🎾👏

※테니스를 원래 즐기던 사람
※테니스를 배우고 싶은 사람
※테니스에 관심있는 사람

👐테니스에 관심있는 모든 사람들을 환영합니다!👐
교내 유일 중앙 테니스 동아리 STC로 오세요~😄

매주 화,목요일 5시부터 7시까지 성균관대학교 자연과학캠퍼스 테니스 코트에 모여 훈련합니다!
테니스 라켓을 처음 잡아보는 사람들부터, 원래 칠 줄 알았던 사람들까지
함께 배우고, 연습할 수 있는 시간입니다!"
디어스크,브랜딩,"브랜딩, 문화, 굿즈, 기획, 디자인, 마케팅","안녕하세요, 저희는 성균관 문화를 잇기 위해 시작한 대학생 브랜딩 팀 디어스크입니다! 🦌

팀 디어스크는 '일상 속 성균관'을 모토로
성균관 문화를 현대적으로 재해석한 상품을 제작하고,
그 수익으로 매년 성균관대학교 신입생들에게 선물을 주는 선순환 문화 사업을 진행합니다.

굿즈를 중심으로 한 공동체의 선순환 문화 정착과 지역 사회와의 상생을 목표로 다양한 프로젝트를 전개하고 있습니다.

우리의 모토에 공감하고 함께 실현해 나갈 팀원을 모집합니다.
더 넓은 범위로의 성균관 공동체 문화의 확장을 위해 함께 노력할 분들을 기다립니다."
GNC,마술,"마술, 타로","♠ GNC란🧐🧐
♥ GNC는 명륜 유일무이 타로&마술 동아리입니다!! 타로와 마술을 배우고 동아리 활동을 즐기시면 됩니다!

♠ GNC 활동
♥ 매주 정기 스터디(수요일 오후 6시)
♥ 타로팀 : 축제 타로부스 운영 / 마술팀 : 마술 공연
♥ 타로팀과 마술팀 교류활동 : 개강파티 / 종강파티 / 엠티 / 뒤풀이

♠ GNC Q&A
Q1. 타로와 마술이 처음인데 괜찮을까요?
A1. 저희는 초보자를 환영합니다. 스터디 진행자가 애초에 타로나 마술을 전문이 아니라 취미로 즐기는 사람입니다. 타로나 마술이 처음인 사람을 위해서 활동을 계획했으니 부담없이 들어오시길 바랍니다! (숙련자를 위한 프로그램도 준비되어 있습니다.)

Q2. 정기스터디는 얼마나 진행되나요?
♥ 약 1시간에서 1시간 반 진행됩니다~ (시험기간에는 진행되지 않으니 걱정하지 않으셔도 됩니다 ㅎㅎ)"
Beyond,스포츠,등산,"일반회원 모집으로 초심자도 가능하며 재지원 , 탈퇴 후 재 가입자도 환영합니다.

▷가입 조건 월 1회이상 참여가 가능한 모두~!

-고학번, 졸업생도 가능!

▷활동 장소 & 시간

-매주 일요일 월4회 서울에 있는 모든 산~

-월 1회 금 친목활동 진행

-번개 희망시 진행"
GLIF,학술,"금융, 학회, 스터디","글로벌경제/경영학과 소속 금융학회 GLIF에서 신입 학회원을 모집합니다.
GLIF는 글로벌경제/경영학과 유일의 금융학회입니다.
금융 관련 진로에 관심이 있는, 금융이 무엇인지 알고 싶은 모든 분들을 환영합니다!"
튜나,음악,"밴드, 락","나는 Rock에 국한되지 않고 다양한 장르를 다양한 사람들이 모여 무대를 꾸며나갑니다!
많은 지원부탁드려요!!

☝️취미합주
자신이 원하는 곡을, 마음 맞는 사람들과 연습하고 합주하여 완곡하는 것이 목표입니다🐟
함께 합주하고 함께 소통하면서 음악을 즐길 수 있습니다🎸
취향을 공유하고 뒤풀이를 거듭하면서 부원들과 더욱 친해집니다!
♡ 취미 합주는 필수가 아닌 취향에 따라 마음 맞는 인원들이 날짜 조정을 통해 만들어갑니다! (한마디로 자유롭게 가능!)

✌️정기공연, 연합공연
튜나의 꽃이라고도 할 수 있죠💐
튜나의 취향대로, 튜나의 입맛대로 무대를 꾸밀 예정입니다! 여러분의 손으로 만들어가는 공연 기대되지 않으신가요?
올해 이미 2023년도 정기공연과 여름 연합공연을 성공적으로 올렸습니다‼️"
엘세데아,음악,"밴드, 락, 공연","안녕하세요! 성균관대학교 명륜캠 중앙락밴드동아리 엘세데아에서 즐겁게 활동할 신입부원을 모집합니다!
밴드 활동도 하고 선후배, 동기들과 부담없이 어울릴 수 있는 동아리를 찾으신다구요?!
바로 👉👉엘세데아👈👈로 오세요 ‼

정기/연합 공연 활동이 꾸준히 진행되는 동아리! (지금까지 40여 회의 정기공연 진행)
📌 금잔디 문화제, 대동제 등 학교 공식행사 및 축제에 참가한 실력파👍👍 동아리!
📌 잦은 모임과 합주, 회식, 엠티 등으로 언제나 화목한 동아리!
📌 학생회관 1층에 위치한 안락한 동아리방에서 합주가 가능한 동아리!
📌 동방에 비치된 악기🎸🎹🥁들로 편하게 연주 가능한 동아리!
📌 신생아👶부터 암모나이트🪨까지 다양한 연령대의 동아리!

락밴드동아리 엘세데아🎸는 메탈/하드락뿐만 아니라 인디, 팝"
P-SAT,학술,"통계, 분석, 학회","안녕하세요! 통계분석학회 P-SAT입니다!

먼저 지난 모집 공고에 많은 성원을 보내주셔서 감사하다는 말씀 먼저 드리며,
지원을 고민하시는 분, 피셋에 대해 자세히 알고싶으신 분들을 위해 카드뉴스를 제작하였습니다.
많은 분들의 지원 부탁드립니다~!

또한 앞서서 말씀 드렸던 것과 같이 첫 주차에 오프라인 홍보를 통계학과 전공 수업 전 짧은 시간 진행할 예정이며,
오프라인 홍보 부스 또한 경제관 1층에서 지원서 제출 기간인 8월 28일부터 8월 31일까지 매일 10시부터 15시까지 운영할 계획이니, 많은 관심 부탁드리겠습니다!
"
SpinOFF,문화생활,"영화, 감상","SpinOFF는 원작에서 파생된 영화나 드라마를 뜻하는 용어로
작품에 대한 다양한 해석을 공유하며 영화에 대해 깊이 이해하고
동아리 부원 각자의 스핀오프를 만들어내는 것을 목표로 삼고 있습니다."
AtoZ,창업,"펀딩, 창업, 디자인, 프로젝트","안녕하세요. A부터 Z까지 모두 직접 참여하는 연합 동아리 AtoZ입니다.

저희는 지난 기수에 다수의 텀블벅 펀딩 사례를 보유한 업체와 협업을 통해 청춘을 주제로 한 3가지의 향수를 제작했고, 406%의 펀딩 달성률을 기록하며 성공적인 마무리를 지었습니다.

그리고 다시 한 번 AtoZ 2기의 부원들과 함께 향수 펀딩을 위한 프로젝트를 진행해보고자 합니다.

AtoZ는 [향수 펀딩 오픈]을 목표로 총 '3개'의 전문팀으로 나뉘어 활동을 진행하는 동아리입니다. 학기 말 텀블벅 프로젝트 오픈을 기준으로, 팀별 커리큘럼에 따라 활동을 진행할 예정입니다!

AtoZ의 목표는 직접 제품의 기획부터 판매까지 전 과정에 참여함으로써, 각 분야의 전문성을 높일 뿐만 아니라 창업을 간접적으로 경험해보는 것입니다."
커넥츠인,독서,"독서, 토의","안녕하세요. 독서 토의 동아리 ""커넥츠인""입니다! ""커넥츠인(Connects-In)""은 독서와 교류를 통해 세상을 탐구하고 나아가 사람과 사람, 사람과 세상의 연결을 추구하는 동아리입니다.📝

💡”커넥츠인""만의 특징
1) 커넥츠인은 독서 ‘토의’ 동아리입니다. 규칙과 규율 같은 형식적 제약이 있고 타인을 설득하는 것을 목적으로 하는 토론과 다르게, 조금 더 자유로운 분위기에서 하나의 주제를 가지고 각자의 다른 의견을 나누는 토의에 초점을 맞춰 서로 존중하는 모임을 진행합니다!

2) 2주에 한 번 모이기 때문에 타동아리, 학회에 비해서 부담없는 활동이 가능합니다. 그렇기에 시간적인 측면에서 타동아리, 학회와 병행 가능한 동아리입니다.

3) 원하는 사람에 한해 독서뿐만 아니라 다양한 활동을 같이 진행함으로써 책을 넘어 세상과 교류할 기회를 가질 수 있습니다."
Eatty,친목,"맛집, 탐방","맛집을 찾아서라면 우주까지도 간다!
E.T.👽가 아닌 Eatty함께 떠나는 맛집탐방 여행
맛집에 진심인 운영 베테랑들이 모여 만든 준비된 동아리
Eatty와 함께 맛집을 찾아 떠나볼래요?
활동 사진은 하단 Eatty 인스타를 참조해주세요"
춘식이,친목,"영화, 번개, 맛집, 보드게임","봄 춘(春), 알 식(識)
'봄을 알다'라는 뜻을 가진 춘식이는 우리의 봄, 청춘인 지금을 봄처럼 따뜻하고 찬란하게 보내기 위해 모인 대학생들의 자체 연합동아리입니다!🌸

💖한 번뿐인 대학생활, 잊지 못할 추억으로 가득 채우고 싶으신 분들!
💖여러 대학교에서 새로운 친구들을 사귀고자 했던 분들!
💖대학 생활 중 꼭 해보고 싶었던 버킷리스트가 있으신 분들!

모두 '춘식이'에서 함께 이루어 가보아요"
유림,토론,"주제 스피치, 토론, PT제","안녕하세요! 연합토론동아리 유림; 儒林 에서 2기 부원을 모집합니다. 유림; 儒林은 서울 지역 대학 연합 토론 동아리로, 다양한 시사 문제에 대해 토론하고 사회에 대한 식견을 넓히고자 만든 동아리입니다. 토론 뿐만 아니라 PT제, 영상 제작, 친목 활동 등 다양한 활동을 계획 중에 있으니 많은 지원 부탁드립니다!"
